timestamp,open,high,low,close
2020-12-07,575.6,579.6,565.6,576.6
2020-12-08,576.6,577.1,569.4,569.9
2020-12-09,569.9,584.9,567.4,583.4
2020-12-10,583.4,599.6,583.4,597.1
2020-12-11,597.1,619.3,590.1,614.1
2020-12-14,614.1,621.9,595.9,596.4
2020-12-15,596.4,605.6,594.4,600.6
2020-12-16,600.6,607.6,589.9,598.6
2020-12-17,598.6,610.1,598.6,608.1
2020-12-18,608.1,614.6,604.6,607.9
2020-12-21,607.9,615.1,596.6,610.6
2020-12-22,610.6,619.6,603.1,616.1
2020-12-23,616.1,633.9,610.6,629.4
2020-12-24,629.4,633.9,623.6,628
2020-12-28,628,631.4,607.1,614.9
2020-12-29,614.9,623.1,611.4,618.1
2020-12-30,618.1,643.4,614.1,640.1
2020-12-31,640.1,644.4,632.6,640.6
2021-01-04,640.6,650.1,634.1,642.9
2021-01-05,642.9,664.5,639.6,653.4
2021-01-06,653.4,660.4,646.1,647.1
2021-01-07,647.1,648.1,638.1,642.8
2021-01-08,642.8,649.4,634.1,639.1
2021-01-11,639.1,651.4,628.9,635.1
2021-01-12,635.1,670,634.1,663.1
2021-01-13,663.1,680.8,656.4,660
2021-01-14,660,673.4,653.1,670.1
2021-01-15,670.1,693.1,664.5,675.6
2021-01-19,675.6,691.4,668.9,672.9
2021-01-20,672.9,676,656.6,667.4
2021-01-21,667.4,674.6,658.9,661.1
2021-01-22,661.1,661.1,633.1,633.1
2021-01-25,633.1,651.5,624.6,648.4
2021-01-26,648.4,667.8,641.4,665.4
2021-01-27,665.4,672.6,652.6,658.1
2021-01-28,658.1,664.6,643.4,647.4
2021-01-29,647.4,664.9,643.1,664.1
2021-02-01,664.1,670.9,646.1,651.1
2021-02-02,651.1,656.6,640.6,645.4
2021-02-03,645.4,649.6,625.9,648.1
2021-02-04,648.1,650.4,633.2,637.2
2021-02-05,637.2,647.6,632.4,641.6
2021-02-08,641.6,657.9,641.6,657.4
2021-02-09,657.4,661.1,640.6,650.1
2021-02-10,650.1,651.5,628,635.8
2021-02-11,635.8,646.1,633.3,634.3
2021-02-12,634.3,644.6,633.6,638.4
2021-02-16,638.4,660.9,638.4,660.9
2021-02-17,660.9,661.6,640.8,647.3
2021-02-18,647.3,668.2,644.2,664.8
2021-02-19,664.8,671.4,651.6,654.4
2021-02-22,654.4,668.3,653.8,666.8
2021-02-23,666.8,670.4,660.1,669.7
2021-02-24,669.7,687.9,668.4,684.4
2021-02-25,684.4,685.9,666.4,675.4
2021-02-26,675.4,675.4,658.4,659.4
2021-03-01,659.4,666.3,647.7,650.4
2021-03-02,650.4,668.5,645.3,666
2021-03-03,666,666,650.4,655.4
2021-03-04,655.4,661.2,646.7,650.1
2021-03-05,650.1,659.7,646,651.4
2021-03-08,651.4,661.5,638.5,644.8
2021-03-09,644.8,656.4,642.4,655.4
2021-03-10,655.4,655.5,640.1,650.8
2021-03-11,650.8,654.4,637.6,640.6
2021-03-12,640.6,644,636,644
2021-03-15,644,645.9,634.4,642.7
2021-03-16,642.7,645.8,630.1,645.1
2021-03-17,645.1,647.4,637.4,638.1
2021-03-18,638.1,638.3,626.9,627.2
2021-03-19,627.2,633.3,619.6,619.6
2021-03-22,619.6,628.2,619,625.2
2021-03-23,625.2,641.8,618.8,631.8
2021-03-24,631.8,635.8,621.3,621.8
2021-03-25,621.8,622.7,606.4,609
2021-03-26,609,616,605.5,610.5
2021-03-29,610.5,614.7,604.5,614
2021-03-30,614,614,597.6,598.1
2021-03-31,598.1,628.6,590.4,615
2021-04-01,615,622.5,598.4,606.8
2021-04-05,606.8,624.88,606.8,618.38
2021-04-06,618.38,624.5,611,612.5
2021-04-07,612.5,617,606.7,613
2021-04-08,613,628.6,613,627.1
2021-04-09,627.1,643.8,624.5,643.8
2021-04-12,643.8,643.8,623.13,627.88
2021-04-13,627.88,637.13,627.88,629.63
2021-04-14,629.63,655.63,629.63,648.5
2021-04-15,648.5,657.63,639,653.38
2021-04-16,653.38,659.63,648.38,648.38
2021-04-19,648.38,660.63,648.38,653
2021-04-20,653,678.88,650.38,659.38
2021-04-21,659.38,678.63,658.63,673.5
2021-04-22,673.5,713.38,672.13,709.38
2021-04-23,709.38,714.63,701.13,714.63
2021-04-26,714.63,745.13,713.25,739.13
2021-04-27,739.13,773.13,727,732.75
2021-04-28,732.75,743.75,713.38,725.75
2021-04-29,725.75,738.5,712.75,738.5
2021-04-30,738.5,738.5,717.38,735.63
2021-05-03,735.63,753.38,713.5,719.63
2021-05-04,719.63,732.88,716.38,726.63
2021-05-05,726.63,746,718.38,744.13
2021-05-06,744.13,754.75,731.88,753
2021-05-07,753,767.25,745.5,761.63
2021-05-10,761.63,761.63,727.38,730.63
2021-05-11,730.63,749.13,722.88,742.63
2021-05-12,742.63,751.25,724.38,729.75
2021-05-13,729.75,734.13,690.75,703.63
2021-05-14,703.63,724.38,699.63,706.75
2021-05-17,706.75,707.38,692.13,700.38
2021-05-18,700.38,718.13,692.38,698.25
2021-05-19,698.25,699.13,671.38,679.25
2021-05-20,679.25,687.88,672.38,675.38
2021-05-21,675.38,677.38,666,673.38
2021-05-24,673.38,673.38,653.38,661.88
2021-05-25,661.88,667.13,646.88,656.88
2021-05-26,656.88,657.25,639.63,647.63
2021-05-27,647.63,679.63,647.63,675.75
2021-05-28,675.75,678.63,661.38,661.38
2021-06-01,661.38,702,661.38,694.13
2021-06-02,694.13,701.5,681.63,686.88
2021-06-03,686.88,699.13,669.63,676.88
2021-06-04,676.88,690.13,676.13,686.75
2021-06-07,686.75,704,678.63,679.63
2021-06-08,679.63,699.13,679.63,685.88
2021-06-09,685.88,686.13,673.63,682.63
2021-06-10,682.63,689,672.75,682.38
2021-06-11,682.38,688.13,669.63,681.13
2021-06-14,681.13,681.13,657.13,674.25
2021-06-15,674.25,676.38,649.13,658.88
2021-06-16,658.88,672.63,658.63,662.63
2021-06-17,662.63,666.88,637.25,637.5
2021-06-18,637.5,668.63,637.5,668.63
2021-06-21,668.63,673.5,646.63,662.25
2021-06-22,662.25,672.75,650.75,651.38
2021-06-23,651.38,668.25,651.38,661.5
2021-06-24,661.5,661.5,642.13,650.63
2021-06-25,650.63,656.75,635.63,635.88
2021-06-28,635.88,654.88,635.88,644
2021-06-29,644,657.75,638.25,641
2021-06-30,641,680.88,632.63,680
2021-07-01,680,694.13,664.88,665.75
2021-07-02,665.75,672.75,648.38,648.38
2021-07-06,648.38,648.38,615.75,624.13
2021-07-07,624.13,634.38,617.88,621.88
2021-07-08,621.88,627.63,616.63,618.13
2021-07-09,618.13,620.63,609.63,614.13
2021-07-12,614.13,645.5,610.38,641.25
2021-07-13,641.25,644.63,630.75,633.75
2021-07-14,633.75,657.5,632.5,654.63
2021-07-15,654.63,673.38,651.38,671.63
2021-07-16,671.63,696.13,670.88,693.88
2021-07-19,693.88,709,693.88,699.63
2021-07-20,699.63,717.88,698.13,701.13
2021-07-21,701.13,711.63,700.13,711.38
2021-07-22,711.38,711.38,681.88,691.88
2021-07-23,691.88,696.63,681.63,684.13
2021-07-26,684.13,684.13,665.38,677.75
2021-07-27,677.75,690.13,671.88,675.38
2021-07-28,675.38,696.38,673.88,688.88
2021-07-29,688.88,706.63,688.88,704.63
2021-07-30,704.63,711.25,695,703.38
2021-08-02,703.38,731.75,703.38,730.38
2021-08-03,730.38,734.88,717.88,724.13
2021-08-04,724.13,738.63,714.63,717.63
2021-08-05,717.63,725.38,709.88,712.88
2021-08-06,712.88,724.63,709.38,724.63
2021-08-09,724.63,724.63,708.38,710.63
2021-08-10,710.63,729.88,708.5,726.38
2021-08-11,726.38,732.13,718.88,726.88
2021-08-12,726.88,762,722.88,754.5
2021-08-13,754.5,774.63,747.88,760.63
2021-08-16,760.63,770.25,757.63,760.5
2021-08-17,760.5,763.88,732.38,734.25
2021-08-18,734.25,740.63,721.88,737.38
2021-08-19,737.38,737.38,716.13,726.38
2021-08-20,726.38,732.63,709.38,709.38
2021-08-23,709.38,730.75,709.38,720.13
2021-08-24,720.13,723.5,710.63,718.13
2021-08-25,718.13,719.63,704.25,711.38
2021-08-26,711.38,725.63,709.13,725.13
2021-08-27,725.13,731.13,717.88,719.13
2021-08-30,719.13,728.38,707.25,708.25
2021-08-31,708.25,725.63,707.13,721.63
2021-09-01,721.63,729.38,709.13,714.38
2021-09-02,714.38,721.13,705.75,717.38
2021-09-03,717.38,726.88,712.38,726.88
2021-09-07,726.88,733.38,714.13,720.13
2021-09-08,720.13,723.88,707.38,710.25
2021-09-09,710.25,711.13,691.63,692.5
2021-09-10,692.5,695.75,677.38,688.5
2021-09-13,688.5,689.63,679.13,687.13
2021-09-14,687.13,701.5,685.38,700.88
2021-09-15,700.88,714.63,695.75,711.63
2021-09-16,711.63,716.63,705.13,713.38
2021-09-17,713.38,715.88,706.63,708.88
2021-09-20,708.88,710.5,695.88,700.63
2021-09-21,700.63,701.13,686.13,690.13
2021-09-22,690.13,706.88,688.13,705.63
2021-09-23,705.63,719.63,704.25,717.88
